APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
karad,pavata,2014,NO MSP,NO MSP,satara,maharashtra
karad,pavata,2015,NO MSP,NO MSP,satara,maharashtra
karad,pavata,2016,NO MSP,NO MSP,satara,maharashtra
bhusaval,green gram,2014,NO MSP,NO MSP,jalgaon,maharashtra
bhusaval,green gram,2015,NO MSP,NO MSP,jalgaon,maharashtra
bhusaval,green gram,2016,NO MSP,NO MSP,jalgaon,maharashtra
katol,maize,2015,-182.83333333333326,-182.83333333333326,nagpur,maharashtra
katol,maize,2016,-128.1428571428571,-128.1428571428571,nagpur,maharashtra
khamgaon,sorgum(jawar),2014,-462.5,-781.75,buldhana,maharashtra
khamgaon,sorgum(jawar),2015,-446.72727272727275,-458.18181818181824,buldhana,maharashtra
khamgaon,sorgum(jawar),2016,-317.0,-411.36363636363626,buldhana,maharashtra
shirpur,bajri,2014,-311.0,-611.75,dhule,maharashtra
shirpur,bajri,2015,-179.18181818181824,-189.4545454545455,dhule,maharashtra
shirpur,bajri,2016,-2.0,-205.27272727272725,dhule,maharashtra
shrirampur,brinjal,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,brinjal,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,brinjal,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
latur-murud,wheat(husked),2015,-138.57142857142867,-190.8571428571429,latur,maharashtra
latur-murud,wheat(husked),2016,NO MSP,NO MSP,latur,maharashtra
satana,gram,2014,NO MSP,NO MSP,nasik,maharashtra
satana,gram,2015,NO MSP,NO MSP,nasik,maharashtra
satana,gram,2016,NO MSP,NO MSP,nasik,maharashtra
latur-murud,pigeon pea (tur),2015,3843.0,-291.0,latur,maharashtra
latur-murud,pigeon pea (tur),2016,2815.666666666667,2824.7777777777774,latur,maharashtra
shirpur,cotton,2015,211.25,211.25,dhule,maharashtra
khed-chakan,cabbage,2015,NO MSP,NO MSP,pune,maharashtra
khed-chakan,cabbage,2016,NO MSP,NO MSP,pune,maharashtra
loha,wheat(husked),2014,-26.0,-330.0,nanded,maharashtra
loha,wheat(husked),2015,-126.09999999999991,-123.5,nanded,maharashtra
loha,wheat(husked),2016,NO MSP,NO MSP,nanded,maharashtra
kalamb (os),soybean,2014,NO MSP,NO MSP,osmanabad,maharashtra
kalamb (os),soybean,2015,NO MSP,NO MSP,osmanabad,maharashtra
kalamb (os),soybean,2016,NO MSP,NO MSP,osmanabad,maharashtra
dondaicha,soybean,2015,NO MSP,NO MSP,dhule,maharashtra
dondaicha,soybean,2016,NO MSP,NO MSP,dhule,maharashtra
osmanabad,tomato,2014,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,tomato,2015,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,tomato,2016,NO MSP,NO MSP,osmanabad,maharashtra
shirur,pigeon pea (tur),2014,-1266.6666666666665,-1931.6666666666665,pune,maharashtra
shirur,pigeon pea (tur),2015,-227.66666666666697,-53.16666666666697,pune,maharashtra
shirur,pigeon pea (tur),2016,1377.8000000000002,602.1999999999998,pune,maharashtra
newasa,gram,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
newasa,gram,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
newasa,gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
indapur,jaggery,2015,NO MSP,NO MSP,pune,maharashtra
indapur,jaggery,2016,NO MSP,NO MSP,pune,maharashtra
nashik,custard apple,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,custard apple,2016,NO MSP,NO MSP,nasik,maharashtra
khalapur(shil-phata),other cereals,2016,NO MSP,NO MSP,raigad,maharashtra
rahata,green peas (dry),2014,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,green peas (dry),2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,green peas (dry),2016,NO MSP,NO MSP,ahmadnagar,maharashtra
umarga,green peas (dry),2015,NO MSP,NO MSP,osmanabad,maharashtra
umarga,green peas (dry),2016,NO MSP,NO MSP,osmanabad,maharashtra
himayatnagar,sorgum(jawar),2015,-548.5,-548.5,nanded,maharashtra
himayatnagar,sorgum(jawar),2016,-400.0,-400.0,nanded,maharashtra
pusad,bajri,2014,239.0,-377.66666666666663,yewatmal,maharashtra
pusad,bajri,2015,36.375,66.875,yewatmal,maharashtra
pusad,bajri,2016,357.18181818181824,123.27272727272725,yewatmal,maharashtra
ambejogai,black gram,2014,NO MSP,NO MSP,beed,maharashtra
ambejogai,black gram,2015,NO MSP,NO MSP,beed,maharashtra
ambejogai,black gram,2016,NO MSP,NO MSP,beed,maharashtra
mangalwedha,pigeon pea (tur),2014,-903.5,-1922.75,solapur,maharashtra
mangalwedha,pigeon pea (tur),2015,1299.7777777777774,937.333333333333,solapur,maharashtra
mangalwedha,pigeon pea (tur),2016,1816.5,1257.25,solapur,maharashtra
sinner,castor seed,2015,NO MSP,NO MSP,nasik,maharashtra
sinner,castor seed,2016,NO MSP,NO MSP,nasik,maharashtra
sangamner,bajri,2014,82.25,-374.75,ahmadnagar,maharashtra
sangamner,bajri,2015,75.18181818181824,63.27272727272725,ahmadnagar,maharashtra
sangamner,bajri,2016,191.909090909091,-44.27272727272725,ahmadnagar,maharashtra
kurdwadi-modnimb,bor,2015,NO MSP,NO MSP,solapur,maharashtra
kurdwadi-modnimb,bor,2016,NO MSP,NO MSP,solapur,maharashtra
kolhapur-malkapur,cucumber,2016,NO MSP,NO MSP,kolhapur,maharashtra
digras,green gram,2014,NO MSP,NO MSP,yewatmal,maharashtra
digras,green gram,2015,NO MSP,NO MSP,yewatmal,maharashtra
digras,green gram,2016,NO MSP,NO MSP,yewatmal,maharashtra
mudkhed,sorgum(jawar),2015,-398.0,-398.0,nanded,maharashtra
mudkhed,sorgum(jawar),2016,-325.33333333333326,-325.33333333333326,nanded,maharashtra
mumbai,cowpea,2014,NO MSP,NO MSP,mumbai,maharashtra
mumbai,cowpea,2015,NO MSP,NO MSP,mumbai,maharashtra
mumbai,cowpea,2016,NO MSP,NO MSP,mumbai,maharashtra
vaijapur,horse gram,2015,NO MSP,NO MSP,aurangabad,maharashtra
vaijapur,horse gram,2016,NO MSP,NO MSP,aurangabad,maharashtra
mangalwedha,tomato,2014,NO MSP,NO MSP,solapur,maharashtra
mangalwedha,tomato,2015,NO MSP,NO MSP,solapur,maharashtra
mangalwedha,tomato,2016,NO MSP,NO MSP,solapur,maharashtra
shrirampur,capsicum,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,capsicum,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,capsicum,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
barshi,bitter gourd,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,bitter gourd,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,bitter gourd,2016,NO MSP,NO MSP,solapur,maharashtra
amarawati,melon,2016,NO MSP,NO MSP,amaravathi,maharashtra
kalyan,bitter gourd,2014,NO MSP,NO MSP,thane,maharashtra
kalyan,bitter gourd,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,bitter gourd,2016,NO MSP,NO MSP,thane,maharashtra
yawal,wheat(husked),2015,-25.0,-25.0,jalgaon,maharashtra
yawal,wheat(husked),2016,NO MSP,NO MSP,jalgaon,maharashtra
dondaicha-sindkheda,sesamum,2015,300.0,300.0,dhule,maharashtra
dondaicha-sindkheda,sesamum,2016,-844.0,-844.0,dhule,maharashtra
nagpur,coriander (dry),2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,coriander (dry),2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,coriander (dry),2016,NO MSP,NO MSP,nagpur,maharashtra
chandrapur,gram,2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,gram,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,gram,2016,NO MSP,NO MSP,chandrapur,maharashtra
gondpimpri,gram,2014,NO MSP,NO MSP,chandrapur,maharashtra
gondpimpri,gram,2015,NO MSP,NO MSP,chandrapur,maharashtra
gondpimpri,gram,2016,NO MSP,NO MSP,chandrapur,maharashtra
varud,orange,2014,NO MSP,NO MSP,amaravathi,maharashtra
varud,orange,2015,NO MSP,NO MSP,amaravathi,maharashtra
varud,orange,2016,NO MSP,NO MSP,amaravathi,maharashtra
barshi,lemon,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,lemon,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,lemon,2016,NO MSP,NO MSP,solapur,maharashtra
kopargaon,gram,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
kopargaon,gram,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
kopargaon,gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
patan,ginger (fresh),2014,NO MSP,NO MSP,satara,maharashtra
patan,ginger (fresh),2015,NO MSP,NO MSP,satara,maharashtra
patan,ginger (fresh),2016,NO MSP,NO MSP,satara,maharashtra
dondaicha,gram,2014,NO MSP,NO MSP,dhule,maharashtra
dondaicha,gram,2015,NO MSP,NO MSP,dhule,maharashtra
dondaicha,gram,2016,NO MSP,NO MSP,dhule,maharashtra
sangli-phale bhajipalam,water melon,2015,NO MSP,NO MSP,sangli,maharashtra
sangli-phale bhajipalam,water melon,2016,NO MSP,NO MSP,sangli,maharashtra
pandharpur,brinjal,2014,NO MSP,NO MSP,solapur,maharashtra
pandharpur,brinjal,2015,NO MSP,NO MSP,solapur,maharashtra
pandharpur,brinjal,2016,NO MSP,NO MSP,solapur,maharashtra
aurangabad,bottle gourd,2014,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,bottle gourd,2015,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,bottle gourd,2016,NO MSP,NO MSP,aurangabad,maharashtra
ratanagari,tomato,2014,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,tomato,2015,NO MSP,NO MSP,ratnagiri,maharashtra
ratanagari,tomato,2016,NO MSP,NO MSP,ratnagiri,maharashtra
jintur,cotton,2014,179.5,-499.5,parbhani,maharashtra
jintur,cotton,2015,123.25,134.75,parbhani,maharashtra
jintur,cotton,2016,544.6000000000004,217.5999999999999,parbhani,maharashtra
raver-sawada,maize,2016,-156.0,-156.0,jalgaon,maharashtra
ghansawangi,pigeon pea (tur),2015,1220.0,1220.0,jalna,maharashtra
ghansawangi,pigeon pea (tur),2016,3225.142857142857,3225.142857142857,jalna,maharashtra
nagpur,lemon,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,lemon,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,lemon,2016,NO MSP,NO MSP,nagpur,maharashtra
lasalgaon-vinchur,pigeon pea (tur),2016,2927.0,2927.0,nasik,maharashtra
tuljapur,sunflower,2015,-54.5,-54.5,osmanabad,maharashtra
mahur,green gram,2015,NO MSP,NO MSP,nanded,maharashtra
mahur,black gram,2015,NO MSP,NO MSP,nanded,maharashtra
mukhed,bajri,2015,225.0,225.0,nanded,maharashtra
ahmednagar,sorgum(jawar),2014,141.0,-491.5,ahmadnagar,maharashtra
ahmednagar,sorgum(jawar),2015,33.36363636363626,34.36363636363626,ahmadnagar,maharashtra
ahmednagar,sorgum(jawar),2016,14.0,-30.444444444444343,ahmadnagar,maharashtra
purna,safflower,2015,-932.5,-932.5,parbhani,maharashtra
purna,safflower,2016,NO MSP,NO MSP,parbhani,maharashtra
mangalwedha,ladies finger,2014,NO MSP,NO MSP,solapur,maharashtra
mangalwedha,ladies finger,2015,NO MSP,NO MSP,solapur,maharashtra
mangalwedha,ladies finger,2016,NO MSP,NO MSP,solapur,maharashtra
chikhali,maize,2014,-273.33333333333326,-574.6666666666666,buldhana,maharashtra
chikhali,maize,2015,-257.2222222222222,-264.1111111111111,buldhana,maharashtra
chikhali,maize,2016,-177.72727272727275,-268.090909090909,buldhana,maharashtra
achalpur,gram,2014,NO MSP,NO MSP,amaravathi,maharashtra
achalpur,gram,2015,NO MSP,NO MSP,amaravathi,maharashtra
achalpur,gram,2016,NO MSP,NO MSP,amaravathi,maharashtra
buldhana,black gram,2014,NO MSP,NO MSP,buldhana,maharashtra
buldhana,black gram,2015,NO MSP,NO MSP,buldhana,maharashtra
buldhana,black gram,2016,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,sunflower,2014,-1076.0,-1550.3333333333335,buldhana,maharashtra
khamgaon,sunflower,2015,-756.4000000000001,-758.5,buldhana,maharashtra
khamgaon,sunflower,2016,-729.2222222222222,-931.3333333333335,buldhana,maharashtra
nashik-devlali,papai,2016,NO MSP,NO MSP,nasik,maharashtra
deglur,soybean,2014,NO MSP,NO MSP,nanded,maharashtra
deglur,soybean,2015,NO MSP,NO MSP,nanded,maharashtra
amarawati,bajri,2015,190.1111111111111,30.111111111111086,amaravathi,maharashtra
amarawati,bajri,2016,430.63636363636374,310.5454545454545,amaravathi,maharashtra
parli-vaijnath,sorgum(jawar),2014,-170.0,-634.25,beed,maharashtra
parli-vaijnath,sorgum(jawar),2015,-124.0,-152.66666666666674,beed,maharashtra
parli-vaijnath,sorgum(jawar),2016,-75.70000000000005,-326.29999999999995,beed,maharashtra
jalna,sunflower,2014,-1350.0,-2550.0,jalna,maharashtra
jalna,sunflower,2015,-971.75,-1022.0,jalna,maharashtra
jalna,sunflower,2016,-750.0,-900.0,jalna,maharashtra
solapur,bor,2014,NO MSP,NO MSP,solapur,maharashtra
solapur,bor,2015,NO MSP,NO MSP,solapur,maharashtra
solapur,bor,2016,NO MSP,NO MSP,solapur,maharashtra
kada,soybean,2014,NO MSP,NO MSP,beed,maharashtra
kada,soybean,2015,NO MSP,NO MSP,beed,maharashtra
kada,soybean,2016,NO MSP,NO MSP,beed,maharashtra
akluj,bitter gourd,2014,NO MSP,NO MSP,solapur,maharashtra
akluj,bitter gourd,2015,NO MSP,NO MSP,solapur,maharashtra
akluj,bitter gourd,2016,NO MSP,NO MSP,solapur,maharashtra
lasalgaon,soybean,2014,NO MSP,NO MSP,nasik,maharashtra
lasalgaon,soybean,2015,NO MSP,NO MSP,nasik,maharashtra
lasalgaon,soybean,2016,NO MSP,NO MSP,nasik,maharashtra
vaduj,maize,2014,9.0,-468.75,satara,maharashtra
vaduj,maize,2015,30.583333333333258,13.333333333333258,satara,maharashtra
vaduj,maize,2016,155.4545454545455,-74.18181818181824,satara,maharashtra
korpana,goats,2016,NO MSP,NO MSP,chandrapur,maharashtra
paranda,soybean,2015,NO MSP,NO MSP,osmanabad,maharashtra
pusad,rice(paddy-hus),2015,-700.0,-700.0,yewatmal,maharashtra
pusad,rice(paddy-hus),2016,-680.0,-680.0,yewatmal,maharashtra
bhokardan,bajri,2015,-22.0,-22.0,jalna,maharashtra
bhokardan,bajri,2016,20.09090909090901,20.09090909090901,jalna,maharashtra
kolhapur,bitter gourd,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur,bitter gourd,2016,NO MSP,NO MSP,kolhapur,maharashtra
kalyan,raddish,2016,NO MSP,NO MSP,thane,maharashtra
khamgaon,gram,2014,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,gram,2015,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,gram,2016,NO MSP,NO MSP,buldhana,maharashtra
pachora,wheat(husked),2015,-84.66666666666674,-84.66666666666674,jalgaon,maharashtra
pachora,wheat(husked),2016,NO MSP,NO MSP,jalgaon,maharashtra
pandharpur,ghevda,2014,NO MSP,NO MSP,solapur,maharashtra
pandharpur,ghevda,2015,NO MSP,NO MSP,solapur,maharashtra
ramtek,green gram,2016,NO MSP,NO MSP,nagpur,maharashtra
tuljapur,linseed,2015,NO MSP,NO MSP,osmanabad,maharashtra
tuljapur,linseed,2016,NO MSP,NO MSP,osmanabad,maharashtra
mangalwedha,matki,2014,NO MSP,NO MSP,solapur,maharashtra
mangalwedha,matki,2015,NO MSP,NO MSP,solapur,maharashtra
rahata,curry leaves,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,curry leaves,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
shegaon,sesamum,2014,4491.25,3284.75,buldhana,maharashtra
shegaon,sesamum,2015,2207.3,2410.0,buldhana,maharashtra
shegaon,sesamum,2016,526.7142857142853,608.2857142857147,buldhana,maharashtra
pune-moshi,shepu,2016,NO MSP,NO MSP,pune,maharashtra
akluj,tomato,2014,NO MSP,NO MSP,solapur,maharashtra
akluj,tomato,2015,NO MSP,NO MSP,solapur,maharashtra
akluj,tomato,2016,NO MSP,NO MSP,solapur,maharashtra
chandrapur-ganjwad,other vegetables,2016,NO MSP,NO MSP,chandrapur,maharashtra
lakhandur,gram,2015,NO MSP,NO MSP,bhandara,maharashtra
lakhandur,gram,2016,NO MSP,NO MSP,bhandara,maharashtra
pune,beet root,2014,NO MSP,NO MSP,pune,maharashtra
pune,beet root,2015,NO MSP,NO MSP,pune,maharashtra
pune,beet root,2016,NO MSP,NO MSP,pune,maharashtra
osmanabad,lemon,2014,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,lemon,2015,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,lemon,2016,NO MSP,NO MSP,osmanabad,maharashtra
kalvan,green gram,2014,NO MSP,NO MSP,nasik,maharashtra
kalvan,green gram,2015,NO MSP,NO MSP,nasik,maharashtra
kalvan,green gram,2016,NO MSP,NO MSP,nasik,maharashtra
solapur,ridge gourd,2014,NO MSP,NO MSP,solapur,maharashtra
solapur,ridge gourd,2015,NO MSP,NO MSP,solapur,maharashtra
solapur,ridge gourd,2016,NO MSP,NO MSP,solapur,maharashtra
pune-manjri,tomato,2014,NO MSP,NO MSP,pune,maharashtra
pune-manjri,tomato,2015,NO MSP,NO MSP,pune,maharashtra
pune-manjri,tomato,2016,NO MSP,NO MSP,pune,maharashtra
jamner-neri,cotton,2014,13.0,-1336.0,jalgaon,maharashtra
jamner-neri,cotton,2015,71.16666666666652,38.166666666666515,jalgaon,maharashtra
jamner-neri,cotton,2016,455.8571428571431,-108.42857142857156,jalgaon,maharashtra
kalyan,jaggery,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,jaggery,2016,NO MSP,NO MSP,thane,maharashtra
akhadabalapur,gram,2014,NO MSP,NO MSP,hingoli,maharashtra
akhadabalapur,gram,2015,NO MSP,NO MSP,hingoli,maharashtra
akhadabalapur,gram,2016,NO MSP,NO MSP,hingoli,maharashtra
pune,tomato,2014,NO MSP,NO MSP,pune,maharashtra
pune,tomato,2015,NO MSP,NO MSP,pune,maharashtra
pune,tomato,2016,NO MSP,NO MSP,pune,maharashtra
dharni,green gram,2016,NO MSP,NO MSP,amaravathi,maharashtra
kundalwadi,pigeon pea (tur),2015,3125.0,3125.0,nanded,maharashtra
kundalwadi,pigeon pea (tur),2016,3152.0,3152.0,nanded,maharashtra
nashik,melon,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,melon,2016,NO MSP,NO MSP,nasik,maharashtra
mangalwedha,onion,2016,NO MSP,NO MSP,solapur,maharashtra
sangali,castor seed,2014,NO MSP,NO MSP,sangli,maharashtra
sangali,castor seed,2015,NO MSP,NO MSP,sangli,maharashtra
sangali,castor seed,2016,NO MSP,NO MSP,sangli,maharashtra
chandrapur,chavli (shenga ),2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,chavli (shenga ),2016,NO MSP,NO MSP,chandrapur,maharashtra
khamgaon,soybean,2014,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,soybean,2015,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,soybean,2016,NO MSP,NO MSP,buldhana,maharashtra
khed (shel pimpalgaon),brinjal,2014,NO MSP,NO MSP,pune,maharashtra
khed (shel pimpalgaon),brinjal,2015,NO MSP,NO MSP,pune,maharashtra
khed (shel pimpalgaon),brinjal,2016,NO MSP,NO MSP,pune,maharashtra
kalyan,paddy-unhusked,2016,-60.0,-60.0,thane,maharashtra
kada,sunflower,2014,-918.0,-918.0,beed,maharashtra
kada,sunflower,2015,-683.1999999999998,-683.1999999999998,beed,maharashtra
kada,sunflower,2016,-1224.0,-1224.0,beed,maharashtra
rahata,cabbage,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,cabbage,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,cabbage,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
karad,carrot,2014,NO MSP,NO MSP,satara,maharashtra
karad,carrot,2015,NO MSP,NO MSP,satara,maharashtra
karad,carrot,2016,NO MSP,NO MSP,satara,maharashtra
nira,jaggery,2014,NO MSP,NO MSP,pune,maharashtra
nira,jaggery,2015,NO MSP,NO MSP,pune,maharashtra
nira,jaggery,2016,NO MSP,NO MSP,pune,maharashtra
kalyan,cluster bean,2014,NO MSP,NO MSP,thane,maharashtra
kalyan,cluster bean,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,cluster bean,2016,NO MSP,NO MSP,thane,maharashtra
dondaicha,sorgum(jawar),2014,-71.5,-257.75,dhule,maharashtra
dondaicha,sorgum(jawar),2015,-179.0,-191.83333333333326,dhule,maharashtra
dondaicha,sorgum(jawar),2016,-136.20000000000005,-226.70000000000005,dhule,maharashtra
satana,matki,2016,NO MSP,NO MSP,nasik,maharashtra
karjat (raigad),rice(paddy-hus),2014,600.0,266.66666666666674,raigad,maharashtra
karjat (raigad),rice(paddy-hus),2015,547.7272727272727,547.6363636363637,raigad,maharashtra
karjat (raigad),rice(paddy-hus),2016,490.0,490.0,raigad,maharashtra
digras,soybean,2014,NO MSP,NO MSP,yewatmal,maharashtra
digras,soybean,2015,NO MSP,NO MSP,yewatmal,maharashtra
digras,soybean,2016,NO MSP,NO MSP,yewatmal,maharashtra
solapur,ghevda,2014,NO MSP,NO MSP,solapur,maharashtra
solapur,ghevda,2015,NO MSP,NO MSP,solapur,maharashtra
solapur,ghevda,2016,NO MSP,NO MSP,solapur,maharashtra
barshi,sunflower,2014,-647.3333333333335,-1160.0,solapur,maharashtra
barshi,sunflower,2015,-244.0,-283.8333333333335,solapur,maharashtra
barshi,sunflower,2016,-995.3333333333335,-837.3333333333335,solapur,maharashtra
kurdwadi,gr.nut kernels,2015,-205.0,-205.0,solapur,maharashtra
nagpur,paddy-unhusked,2014,70.0,-292.0,nagpur,maharashtra
nagpur,paddy-unhusked,2015,246.625,234.625,nagpur,maharashtra
nagpur,paddy-unhusked,2016,278.8571428571429,287.8571428571429,nagpur,maharashtra
sillod,black gram,2015,NO MSP,NO MSP,aurangabad,maharashtra
sillod,black gram,2016,NO MSP,NO MSP,aurangabad,maharashtra
fulambri,cotton,2014,292.0,292.0,aurangabad,maharashtra
fulambri,cotton,2015,238.0,238.0,aurangabad,maharashtra
fulambri,cotton,2016,694.0,694.0,aurangabad,maharashtra
jalna-badnapur,green gram,2014,NO MSP,NO MSP,jalna,maharashtra
jalna-badnapur,green gram,2015,NO MSP,NO MSP,jalna,maharashtra
jalna-badnapur,green gram,2016,NO MSP,NO MSP,jalna,maharashtra
akola,sunflower,2015,-661.0,-1228.25,akola,maharashtra
akola,sunflower,2016,-7.800000000000182,-152.4000000000001,akola,maharashtra
shrigonda-ghogargaon,cotton,2014,308.5,308.5,ahmadnagar,maharashtra
shrigonda-ghogargaon,cotton,2015,419.25,419.25,ahmadnagar,maharashtra
shrigonda-ghogargaon,cotton,2016,891.5,891.5,ahmadnagar,maharashtra
vadgaon peth,goats,2016,NO MSP,NO MSP,kolhapur,maharashtra
barshi,gram,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,gram,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,gram,2016,NO MSP,NO MSP,solapur,maharashtra
nandgaon,gram,2014,NO MSP,NO MSP,nasik,maharashtra
nandgaon,gram,2015,NO MSP,NO MSP,nasik,maharashtra
nandgaon,gram,2016,NO MSP,NO MSP,nasik,maharashtra
karad,capsicum,2014,NO MSP,NO MSP,satara,maharashtra
karad,capsicum,2015,NO MSP,NO MSP,satara,maharashtra
karad,capsicum,2016,NO MSP,NO MSP,satara,maharashtra
akluj,bor,2014,NO MSP,NO MSP,solapur,maharashtra
akluj,bor,2015,NO MSP,NO MSP,solapur,maharashtra
akluj,bor,2016,NO MSP,NO MSP,solapur,maharashtra
barshi-vairag,soybean,2014,NO MSP,NO MSP,solapur,maharashtra
barshi-vairag,soybean,2015,NO MSP,NO MSP,solapur,maharashtra
barshi-vairag,soybean,2016,NO MSP,NO MSP,solapur,maharashtra
karmala,gram,2015,NO MSP,NO MSP,solapur,maharashtra
karmala,gram,2016,NO MSP,NO MSP,solapur,maharashtra
chandrapur,dhemse,2015,NO MSP,NO MSP,chandrapur,maharashtra
ghoti,flower,2014,NO MSP,NO MSP,nasik,maharashtra
ghoti,flower,2015,NO MSP,NO MSP,nasik,maharashtra
ghoti,flower,2016,NO MSP,NO MSP,nasik,maharashtra
kalmeshwar,coriander ,2016,NO MSP,NO MSP,nagpur,maharashtra
indapur,coriander (dry),2016,NO MSP,NO MSP,pune,maharashtra
hadgaon,cotton,2014,269.0,269.0,nanded,maharashtra
hadgaon,cotton,2015,314.5,314.5,nanded,maharashtra
hadgaon,cotton,2016,463.0,463.0,nanded,maharashtra
sonpeth,pigeon pea (tur),2014,137.75,-1102.0,parbhani,maharashtra
sonpeth,pigeon pea (tur),2015,1008.333333333333,1258.0,parbhani,maharashtra
sonpeth,pigeon pea (tur),2016,2385.1000000000004,1742.8999999999996,parbhani,maharashtra
